id,customer_id,created_at,message,concise_theme,sentiment,theme_category
87485d65-56d3-4cd5-9667-5421ef7607a0,cust_00056,2025-06-14 02:39:55+00:00,Why does the selfie step repeat?,Repeated selfie verification step,Negative,Identity & Verification Problems
d704af82-a1cf-4dce-9685-bb53a818cf8c,cust_00781,2025-06-14 07:32:43+00:00,Customer support was super helpful.,Helpful customer support,Positive,Notifications & Support
696393b6-b3db-4622-8841-67f49ca27a6a,cust_00269,2025-06-14 08:14:43+00:00,The approval rules are unclear—got rejected again.,Unclear advance approval rules,Negative,Advance Application & Criteria
a4f49e7a-88ce-45aa-ae45-af6a2773967a,cust_00225,2025-06-14 12:54:13+00:00,Loving the instant access to cash—thanks!,Appreciation for instant cash,Positive,Notifications & Support
39984937-8702-41c4-8dcb-a619e8474d34,cust_00694,2025-06-14 21:52:51+00:00,The new UI looks clean and easy to use.,New UI clean and easy,Positive,User Interface & Performance
14040265-b6de-42e0-bd78-02c017fa57cd,cust_00855,2025-06-14 22:30:55+00:00,Chime connection keeps timing out during link.,Chime connection timing out,Negative,Account Linking & Chime Issues
f5081c3c-6a2a-4343-b6f1-a474182cfeaf,cust_00498,2025-06-15 10:22:17+00:00,"Great app, the budgeting tips helped me.",Appreciation for budgeting tips,Positive,Notifications & Support
4a094a5f-5497-40fc-8114-c1069df29959,cust_00686,2025-06-15 23:28:19+00:00,"My ID got rejected, but the image was clear.",ID rejection despite clear image,Negative,Identity & Verification Problems
314d119a-fe72-4435-93fb-57496ca262c5,cust_00787,2025-06-16 08:53:55+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
c22b094e-4396-4e3d-9be7-5de3a2192d72,cust_00625,2025-06-16 10:17:41+00:00,Why does the selfie step repeat?,Repeated selfie verification step,Negative,Identity & Verification Problems
0fa25f1f-5de9-42f0-bd8d-4ad22d2edc24,cust_00473,2025-06-16 15:08:08+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
f477818c-fa7f-4d38-a05b-ac0633f7c198,cust_00028,2025-06-16 21:24:57+00:00,Chime connection keeps timing out during link.,Chime connection timing out,Negative,Account Linking & Chime Issues
f4c5de33-aac3-49f7-8336-8c5ca3ec8d36,cust_00437,2025-06-17 00:34:10+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
55e6b834-c6b9-41b3-9bd8-1e8a68bd5670,cust_00806,2025-06-17 17:07:44+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
5cd5e5c0-b6ff-4c30-8917-2078eeae28e4,cust_00579,2025-06-17 20:35:17+00:00,Can't pass identity check; it keeps resetting.,Identity check keeps resetting,Negative,Identity & Verification Problems
c4cbdf34-ed89-4c24-9967-09760d817cff,cust_00659,2025-06-18 05:01:52+00:00,Why does the selfie step repeat?,Repeated selfie verification step,Negative,Identity & Verification Problems
facfedea-ec00-404a-b882-b7ef3d9f3272,cust_00812,2025-06-18 13:46:20+00:00,Crashes when I open the Advance screen.,App crashes on Advance screen,Negative,User Interface & Performance
2c3174fd-2661-44fc-9941-f8f36fcbeb55,cust_00046,2025-06-18 22:21:12+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
da96a915-3cde-4802-837d-832790a34d67,cust_00067,2025-06-18 23:41:59+00:00,Requirements seem too strict for small advances.,Strict advance requirements,Negative,Advance Application & Criteria
ec70f407-c24f-4779-9940-21d6e3b8797f,cust_00411,2025-06-19 10:19:41+00:00,Why was my advance denied? I meet the criteria.,Advance denied despite criteria,Negative,Advance Application & Criteria
111f3187-e3c7-4e20-9502-a8d3fa843cca,cust_00073,2025-06-19 17:10:08+00:00,Why was my advance denied? I meet the criteria.,Advance denied despite criteria,Negative,Advance Application & Criteria
4b30d93f-c2e3-495f-af69-79ce5dc99d92,cust_00845,2025-06-19 18:57:00+00:00,Linking to Chime returns an error code 102.,Chime linking error code 102,Negative,Account Linking & Chime Issues
4e9a82df-d350-43be-9968-0c9dfe149a50,cust_00213,2025-06-19 20:19:48+00:00,Stuck in an ID verification loop—keeps asking again.,ID verification loop issue,Negative,Identity & Verification Problems
6705b233-271a-48e7-b73a-952bda9e764b,cust_00522,2025-06-20 17:44:43+00:00,Customer support was super helpful.,Helpful customer support,Positive,Notifications & Support
82bdfb8f-098c-4a87-b689-7f520c14c4f9,cust_00714,2025-06-21 01:41:07+00:00,Stop sending me repeated repayment notifications.,Duplicate repayment notifications,Negative,Notifications & Support
00f16c2f-4688-4c85-b237-ffb8102f346e,cust_00371,2025-06-21 15:36:03+00:00,Stop sending me repeated repayment notifications.,Duplicate repayment notifications,Negative,Notifications & Support
6c5153ce-052e-440c-a124-feb35c849607,cust_00692,2025-06-21 18:39:23+00:00,App is slow on my Android phone.,App slowness on Android,Negative,User Interface & Performance
8288398a-1887-4581-b038-f8914dc2fbf0,cust_00157,2025-06-21 19:44:34+00:00,Chime connection keeps timing out during link.,Chime connection timing out,Negative,Account Linking & Chime Issues
ee478172-adc6-42d1-b639-fdeda74ee655,cust_00546,2025-06-22 07:34:13+00:00,App is slow on my Android phone.,App slowness on Android,Negative,User Interface & Performance
0856d6d6-8952-47e7-9420-803de6738a13,cust_00721,2025-06-22 18:34:56+00:00,Way too many repayment reminders this week.,Excessive repayment reminders,Negative,Notifications & Support
ac7192f8-e2c3-455f-b3d8-6b365b722575,cust_00314,2025-06-23 00:48:48+00:00,Requirements seem too strict for small advances.,Strict advance requirements,Negative,Advance Application & Criteria
1225f91e-8a13-4bdd-b34b-c4503aeb467d,cust_00112,2025-06-23 13:18:48+00:00,Linking to Chime returns an error code 102.,Chime linking error code 102,Negative,Account Linking & Chime Issues
18a87ea7-1028-4c2b-b2e7-95e42772976e,cust_00136,2025-06-23 16:57:23+00:00,Chime connection keeps timing out during link.,Chime connection timing out,Negative,Account Linking & Chime Issues
a55ea2b3-0951-4faf-b5bd-ba2dde14d7f2,cust_00048,2025-06-23 18:10:55+00:00,Please reduce the reminder frequency.,Reduce reminder frequency,Negative,Notifications & Support
88103244-c589-4e42-939d-ba3bf8ef2bac,cust_00033,2025-06-23 22:48:51+00:00,Why does the eslfie step repeat?,Repeated selfie verification step,Negative,Identity & Verification Problems
434e0219-033b-4e15-bdf2-ee8c13689d0f,cust_00110,2025-06-24 01:21:26+00:00,"Great app, the budgeting tips helped me.",Appreciation for budgeting tips,Positive,Notifications & Support
d99c5c4a-015a-4624-bd11-4ed01b817d7e,cust_00371,2025-06-25 00:48:19+00:00,The app freezes after login on Android.,App freezes after login,Negative,User Interface & Performance
2441296b-be06-42f1-98fa-42f07a53d8bf,cust_00263,2025-06-25 02:31:48+00:00,"My ID got rejected, but the image was clear.",ID rejection despite clear image,Negative,Identity & Verification Problems
232bd7e7-b3e1-49fe-83d7-d4a340a25187,cust_00111,2025-06-25 02:51:51+00:00,Crashes when I open the Advance screen.,App crashes on Advance screen,Negative,User Interface & Performance
cb9fdb45-0a42-4d5c-84e9-30a37da5224b,cust_00232,2025-06-25 04:20:53+00:00,Way too many repayment reminders this week.,Excessive repayment reminders,Negative,Notifications & Support
b333fb33-e939-4189-9595-6641bb708216,cust_00272,2025-06-25 04:44:56+00:00,Customer support was super helpful.,Helpful customer support,Positive,Notifications & Support
9784d108-b8b4-4766-9af5-01b58458feba,cust_00845,2025-06-25 06:06:00+00:00,The new UI looks clean and easy to use.,New UI clean and easy,Positive,User Interface & Performance
70054b2f-eda4-474b-a00a-ab29d07bea3f,cust_00603,2025-06-25 17:56:36+00:00,Why was my advance denied? I meet the criteria.,Advance denied despite criteria,Negative,Advance Application & Criteria
702441ec-d118-440a-a3a7-1ce5a346129b,cust_00658,2025-06-25 20:38:09+00:00,The new UI lokos clean and easy to use.,New UI easy to use,Positive,User Interface & Performance
5a0a3a8d-507d-4b0b-a066-e6282e4cade0,cust_00683,2025-06-26 02:22:52+00:00,Verification failed 3 times—what should I do?,Verification failed multiple times,Negative,Identity & Verification Problems
3ee730bb-ff32-4789-97a1-272527aa4604,cust_00170,2025-06-26 05:01:35+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
fe39315b-6efe-4852-a3d6-fd1a13c23a25,cust_00213,2025-06-26 05:24:26+00:00,Crashes when I open the Advance screen.,App crashes on Advance screen,Negative,User Interface & Performance
cf888eb3-5740-4854-bbdd-d71d26b7d71f,cust_00103,2025-06-26 06:09:30+00:00,Stop sending me repeated repayment notifications.,Duplicate repayment notifications,Negative,Notifications & Support
f13287ca-83f6-4c3b-b21a-bd0f5f7ec318,cust_00013,2025-06-26 06:14:09+00:00,Can't pass identity check; it keeps resetting.,Identity check keeps resetting,Negative,Identity & Verification Problems
9bb9c30e-f9a4-4358-bf62-84473a172d83,cust_00426,2025-06-26 18:11:42+00:00,Linking to Chime returns an error code 102.,Chime linking error code 102,Negative,Account Linking & Chime Issues
1e6feb62-efa1-4fec-87bd-687db53e33bc,cust_00017,2025-06-26 19:06:25+00:00,Chime connection keeps timing out during link.,Chime connection timing out,Negative,Account Linking & Chime Issues
953dade6-d599-4fab-a67c-260b82ecfd15,cust_00812,2025-06-28 03:11:07+00:00,Requirements seem too strict for small advances.,Strict advance requirements,Negative,Advance Application & Criteria
bb4f3463-3123-462b-9e38-36295933d2de,cust_00088,2025-06-28 17:31:58+00:00,Why is Chime link broken today?,Chime account linking broken,Negative,Account Linking & Chime Issues
6f052e7f-b4e5-424e-8d0d-4891d900fba5,cust_00631,2025-06-29 00:02:52+00:00,Loving the instant access to cash—thanks!,Appreciation for instant cash,Positive,Notifications & Support
59f35fe8-edd5-4109-81be-0665fd75f520,cust_00594,2025-06-29 00:41:09+00:00,Chime connection keeps timing out during link.,Chime connection timing out,Negative,Account Linking & Chime Issues
c4549767-f441-43d8-b342-26fa7e9c6f95,cust_00614,2025-06-29 16:25:11+00:00,Stop sending me repeated repayment notifications.,Duplicate repayment notifications,Negative,Notifications & Support
dd38ddc6-dee0-47d8-9551-f9055de9ed75,cust_00575,2025-06-29 16:29:47+00:00,Performance is worse after the last update.,Performance issues post-update,Negative,User Interface & Performance
27a69d9a-7a39-4ca7-81e7-d3c98afe63ff,cust_00026,2025-06-29 18:38:23+00:00,"Great app, the budgeting tips helped me.",Appreciation for budgeting tips,Positive,Notifications & Support
ba2570d2-bbc7-4ac5-9d2a-a190b9fc0516,cust_00539,2025-06-30 22:00:23+00:00,The approval rules are unclear—got rejected again.,Unclear advance approval rules,Negative,Advance Application & Criteria
15fdebd6-d6df-4d1a-be33-275d27d70a08,cust_00375,2025-07-01 01:15:15+00:00,Why is Chime link broken today?,Chime account linking broken,Negative,Account Linking & Chime Issues
45879268-0efe-4f31-a86a-6f2d9bcac22b,cust_00571,2025-07-01 01:49:44+00:00,Performance is worse after the last update.,Performance issues post-update,Negative,User Interface & Performance
84b88b9b-b13f-422a-a0f0-e689bd32c232,cust_00306,2025-07-01 08:16:20+00:00,Way too many repayment reminders this week.,Excessive repayment reminders,Negative,Notifications & Support
9abf657e-a377-498f-9a92-ca18a43f1693,cust_00422,2025-07-01 09:55:26+00:00,Scrolling is laggy on Android 13.,Android 13 scrolling lag,Negative,User Interface & Performance
b89f8868-fcbd-489f-b7df-da6e6ca238ab,cust_00392,2025-07-01 11:32:46+00:00,I can't link my Chime account. It fails at verification.,Chime account linking failure,Negative,Account Linking & Chime Issues
65b580c5-28dc-45fb-a1b9-e66812a40c02,cust_00466,2025-07-01 15:26:33+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
b0a12122-3df6-4560-9536-b7adb79663c8,cust_00078,2025-07-01 19:32:29+00:00,The approval rules are unclear—got rejected again.,Unclear advance approval rules,Negative,Advance Application & Criteria
8d27938f-237b-4fa7-a81f-1d57a3a566d7,cust_00604,2025-07-01 23:24:49+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
be803787-f6aa-4093-aa2b-064e50e2e62d,cust_00641,2025-07-02 05:04:56+00:00,Stop sending me repeated repayment notifications.,Duplicate repayment notifications,Negative,Notifications & Support
13d38c44-8bb0-4237-b7f4-010a5d853d8e,cust_00240,2025-07-02 07:34:30+00:00,"Great app, the budgeting tips helped me.",Appreciation for budgeting tips,Positive,Notifications & Support
f7d30b97-423b-448f-9007-10cdaa56516c,cust_00704,2025-07-02 10:53:56+00:00,Requirements seem too strict for samll advances.,Strict advance requirements,Negative,Advance Application & Criteria
e3359f5f-0da2-4f75-a988-db7c370cd1f4,cust_00707,2025-07-02 16:44:14+00:00,Please clarify the approval criteria.,Clarification of approval criteria,Negative,Advance Application & Criteria
8a54f048-bb13-4999-90ec-8892738d21cb,cust_00841,2025-07-03 09:01:18+00:00,The app freezes after login on Android.,App freezes after login,Negative,User Interface & Performance
1c34dbdc-9e9b-4def-8f62-39342b85688a,cust_00176,2025-07-04 08:10:12+00:00,Stuck in an ID verification loop—keeps asking again.,ID verification loop issue,Negative,Identity & Verification Problems
d3fe44e4-7abd-4bd1-96f7-f92468be7d0e,cust_00659,2025-07-04 15:26:20+00:00,Can't pass identity check; it keeps resetting.,Identity check keeps resetting,Negative,Identity & Verification Problems
aedaefa1-71c7-403e-b414-845cb8ae9161,cust_00310,2025-07-05 11:48:22+00:00,Can't pass identity check; it keeps resetting.,Identity check keeps resetting,Negative,Identity & Verification Problems
6b90cc40-e75a-4eba-99e7-5df1c802c8e9,cust_00074,2025-07-05 19:49:38+00:00,Verification failed 3 times—what should I do?,Verification failed multiple times,Negative,Identity & Verification Problems
9b31283d-457c-41ae-a6f5-7685d392cff0,cust_00130,2025-07-06 02:03:27+00:00,I keep getting denied without explnaation.,Denied without explanation,Negative,Advance Application & Criteria
f5b9a116-7015-4293-a8af-fd828af3b552,cust_00286,2025-07-06 02:19:09+00:00,The approval rules are unclear—got rejected again.,Unclear advance approval rules,Negative,Advance Application & Criteria
924542f6-c1ac-400e-8574-945195baad81,cust_00683,2025-07-06 13:01:17+00:00,Please reduce the reminder frequency.,Reduce reminder frequency,Negative,Notifications & Support
2fb31dfb-9f52-42cb-920e-d6d722f1d833,cust_00151,2025-07-06 19:16:00+00:00,"My ID got rejected, but the image was clear.",ID rejection despite clear image,Negative,Identity & Verification Problems
c091972e-d0e5-4e62-86a3-5dbc6b61d7ae,cust_00609,2025-07-06 20:02:53+00:00,Stop sending me repeated repayment notifications.,Duplicate repayment notifications,Negative,Notifications & Support
eeae6e89-5b2f-4998-8d55-cb45b3933922,cust_00717,2025-07-07 00:42:45+00:00,I keep getting denied without explanation.,Denied without explanation,Negative,Advance Application & Criteria
7efecd47-c742-4d3c-a1e0-8dd55579b200,cust_00247,2025-07-07 10:23:01+00:00,Can't pass identity check; it keeps resetting.,Identity check keeps resetting,Negative,Identity & Verification Problems
594b0c17-344d-4b1f-a8a5-598bbd19a7a7,cust_00389,2025-07-07 16:13:34+00:00,Performance is worse after the last update.,Performance issues post-update,Negative,User Interface & Performance
93934003-0282-4ee7-827f-eb7e074c3d96,cust_00462,2025-07-07 20:01:42+00:00,App is slow on my Android phone.,App slowness on Android,Negative,User Interface & Performance
1dc9c18d-6c35-49c1-ab96-1b77d62081e0,cust_00534,2025-07-08 00:05:37+00:00,Scrolling is laggy on Android 13.,Android 13 scrolling lag,Negative,User Interface & Performance
5c162e61-1229-44d9-989b-f1a9f6f46644,cust_00810,2025-07-08 02:18:36+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
4b88648c-acd3-4628-8993-07a1d46e63e0,cust_00433,2025-07-08 03:23:40+00:00,Why is Chime link broken today?,Chime account linking broken,Negative,Account Linking & Chime Issues
85d7e5e4-5d3a-4011-99c1-597d0f2b774c,cust_00821,2025-07-08 04:39:26+00:00,Loving the instant access to cash—thanks!,Appreciation for instant cash,Positive,Notifications & Support
0b9e1b64-7d1c-46c3-a483-1c2302b7e921,cust_00643,2025-07-08 07:59:09+00:00,"My ID got rejected, but the image was clear.",ID rejection despite clear image,Negative,Identity & Verification Problems
f65ef867-852f-4966-84dc-99307b75b933,cust_00027,2025-07-08 08:02:59+00:00,App is slow on my Android phone.,App slowness on Android,Negative,User Interface & Performance
d6cea13e-81d3-49fa-b2b6-edd49bf33c0b,cust_00388,2025-07-09 16:21:41+00:00,The app freezes after login on Android.,App freezes after login,Negative,User Interface & Performance
6e99dd55-eda8-4aeb-946d-ef3e858f17e7,cust_00217,2025-07-09 17:36:36+00:00,Stop sending me repeated repayment notifications.,Duplicate repayment notifications,Negative,Notifications & Support
3fd44d46-59fc-483a-89db-3cbfd1953896,cust_00323,2025-07-09 23:51:53+00:00,Why is Chime link broken today?,Chime account linking broken,Negative,Account Linking & Chime Issues
1970db68-c18a-4a8a-b021-bd5b9dbe5d41,cust_00668,2025-07-10 03:59:22+00:00,"My ID got rejected, but the image was clear.",ID rejection despite clear image,Negative,Identity & Verification Problems
3f48f498-674e-4e7b-b227-baf4cef24361,cust_00715,2025-07-10 15:10:30+00:00,I can't link my Chime account. It fails at verification.,Chime account linking failure,Negative,Account Linking & Chime Issues
06fefd87-dcd3-4ba8-b961-f5d2b25542cc,cust_00364,2025-07-10 23:42:31+00:00,Please reduce the reminder frequency.,Reduce reminder frequency,Negative,Notifications & Support
95183176-cf83-4e2c-bed6-7f7d7d836385,cust_00271,2025-07-11 10:45:53+00:00,Can't pass idetnity check; it keeps resetting.,Identity check repeatedly fails,Negative,Identity & Verification Problems
b6563ad9-d1e7-45fc-8678-308f14461612,cust_00676,2025-07-11 11:02:45+00:00,Why does the selfie step repeat?,Repeated selfie verification step,Negative,Identity & Verification Problems
86496640-530f-4293-8278-8ef339744497,cust_00554,2025-07-11 17:46:41+00:00,I keep getting denied without explanation.,Denied without explanation,Negative,Advance Application & Criteria
2340621b-baa4-43ae-999c-a87cb7b2d337,cust_00646,2025-07-11 23:08:23+00:00,The reminders feel spammy.,Spammy advance reminders,Negative,Notifications & Support
6f861b6d-444b-4cc1-a73c-d82403e7a2ab,cust_00390,2025-07-12 02:18:22+00:00,"Great app, the budgeting tips helped me.",Appreciation for budgeting tips,Positive,Notifications & Support
0189deab-18b2-4b68-b6bd-ee6b64623a08,cust_00495,2025-07-12 08:04:12+00:00,Please reduce the reminder frequency.,Reduce reminder frequency,Negative,Notifications & Support
0db887a0-2e59-4a5d-88dc-dc43d0229fa9,cust_00580,2025-07-12 15:55:15+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
1437cfab-3214-4c8b-a79e-0b45341cb627,cust_00636,2025-07-12 20:51:58+00:00,The app freezes after login on Android.,App freezes after login,Negative,User Interface & Performance
979ec9b2-5240-4f4b-a840-9e7adcbc992b,cust_00468,2025-07-13 01:03:47+00:00,Can't pass identity check; it keeps resetting.,Identity check keeps resetting,Negative,Identity & Verification Problems
4e580c45-3ae7-464d-808a-3db900e039db,cust_00577,2025-07-13 03:01:37+00:00,Way too many repayment reminders this week.,Excessive repayment reminders,Negative,Notifications & Support
fb72d0ba-89ae-46bf-b20d-f7be1273f442,cust_00110,2025-07-13 07:58:40+00:00,Chime won’t connect even after multiple tries.,Chime account connection failure,Negative,Account Linking & Chime Issues
237200d6-daab-4946-81ed-57120764509a,cust_00622,2025-07-13 12:03:47+00:00,Requirements seem too strict for small advances.,Strict advance requirements,Negative,Advance Application & Criteria
385cffca-7dd8-4fd5-a9b1-01fadf7aa0fb,cust_00506,2025-07-13 12:34:01+00:00,Verification failed 3 times—what should I do?,Verification failed multiple times,Negative,Identity & Verification Problems
1b300ee6-e097-41d9-9361-2941671c8bb9,cust_00081,2025-07-13 20:32:35+00:00,The approval rules are unclear—got rejected again.,Unclear advance approval rules,Negative,Advance Application & Criteria
3b51a716-b11a-42fa-87d9-8873650971b9,cust_00216,2025-07-13 22:16:38+00:00,Why was my advance denied? I meet the criteria.,Advance denied despite criteria,Negative,Advance Application & Criteria
0cb04698-896c-4dd6-bec8-69b5e8706e65,cust_00591,2025-07-14 10:54:16+00:00,Stop sending me repeated repayment notifications.,Duplicate repayment notifications,Negative,Notifications & Support
88e624f8-5738-46ae-beb0-45b1f152dbfc,cust_00661,2025-07-14 12:05:05+00:00,Requirements seem too strict for small advances.,Strict advance requirements,Negative,Advance Application & Criteria
8f5be738-f0e8-42e0-8435-ab2d0f84efc8,cust_00857,2025-07-15 07:02:49+00:00,Stuck in an ID verification loop—keeps askign again.,ID verification loop issue,Negative,Identity & Verification Problems
b20f7392-0046-47f8-bba5-eee58fe632d5,cust_00900,2025-07-15 11:19:18+00:00,Way too many repayment reminders this week.,Excessive repayment reminders,Negative,Notifications & Support
362ebb55-62c8-4db4-b785-1deb84762be4,cust_00442,2025-07-15 11:49:51+00:00,Scrolling is laggy on Android 13.,Android 13 scrolling lag,Negative,User Interface & Performance
ebf5c9c3-1ba2-47b3-b0b8-ea29e48013a5,cust_00852,2025-07-15 17:35:21+00:00,Requirements seem too strict for small advances.,Strict advance requirements,Negative,Advance Application & Criteria
f2634a37-ccd4-4d88-9bd6-fc317c91a941,cust_00325,2025-07-15 21:35:47+00:00,Performance is worse after the last update.,Performance issues post-update,Negative,User Interface & Performance
70e05c9f-ab63-4984-9fca-ed5cdce3b9d8,cust_00330,2025-07-16 06:37:28+00:00,Stop sending me repeated repayment notifications.,Duplicate repayment notifications,Negative,Notifications & Support
726ff40e-21ec-4eeb-b0e0-3064214c42f0,cust_00338,2025-07-16 08:38:53+00:00,Why was my advance denied? I meet the criteria.,Advance denied despite criteria,Negative,Advance Application & Criteria
fa5a61b0-e51e-48df-9211-95b56ef93832,cust_00218,2025-07-16 15:50:39+00:00,Linking to Chime returns an error code 102.,Chime linking error code 102,Negative,Account Linking & Chime Issues
8422ed35-304a-410a-a57c-bc4712aa6bb1,cust_00619,2025-07-16 16:18:19+00:00,Chime won’t connect evne after multiple tries.,Chime account connection failed,Negative,Account Linking & Chime Issues
5c0b24ba-66f7-4cad-845f-92cac1ae5c04,cust_00873,2025-07-16 20:53:17+00:00,Can't pass identity check; it keeps resetting.,Identity check keeps resetting,Negative,Identity & Verification Problems
610a967d-5595-465e-97ee-cdcacf489018,cust_00258,2025-07-17 06:57:08+00:00,Linking to Chime returns an error code 102.,Chime linking error code 102,Negative,Account Linking & Chime Issues
d47cb39f-0909-4618-9e96-13bd2c99d192,cust_00162,2025-07-17 21:13:58+00:00,"Great app, the budgeting tips helped me.",Appreciation for budgeting tips,Positive,Notifications & Support
fc8295d5-be73-4d21-86bb-7697046f7fe0,cust_00611,2025-07-18 10:47:07+00:00,Scrolling is laggy on Android 13.,Android 13 scrolling lag,Negative,User Interface & Performance
0109fab3-48d1-4375-94af-3cad2f156489,cust_00736,2025-07-19 19:34:17+00:00,Why is Chime link broken today?,Chime account linking broken,Negative,Account Linking & Chime Issues
e64cee44-2742-4c34-af8c-e3588897cdbd,cust_00043,2025-07-19 20:19:08+00:00,I’m getting multiple texts about the same payment.,Duplicate payment text notifications,Negative,Notifications & Support
ccc3e0f1-b47d-4737-bfee-753aa8ddf632,cust_00843,2025-07-19 23:28:33+00:00,Linking to Chime returns a nerror code 102.,Chime account linking error,Negative,Account Linking & Chime Issues
